index	syllables	pieces	method	preview
1262	70	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་བུའི་ཞེ་སྡང་གི་སྐྱོན་རིག་པས་མདེའུ་ཁོང་དུ
1267	58	1	STAGE2_MANUAL	དང་པོ་ལ་དྲུག མི་དགའ་བ་ཁྲོ་བའི་རྒྱུར་བསྟན་པ། དེའི་ཟས་ཡིད་མི་བ
1270	103	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཁྲོ་བའི་རྒྱུ་ནི་བདག་འདོད་པའི་བྱ་བ་ལ་གེགས
1281	62	1	STAGE2_MANUAL	དེ་ལ་མི་འདོད་པ་ནི་བཅུ་གཉིས་ཏེ། བདག་ལ་སྡུག་བསྔལ་བ་དང་བརྙས་པ་ད
1283	124	1	STAGE2_MANUAL	འདི་ཡང་གཙོ་བོར་སེམས་ཅན་དུ་ཆུད་པས་འདོད་མི་འདོད་ཀྱི་བྱ་བ་བྱེད་
1286	51	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང་བདག་གི་རྣམ་པ་ཀུན་ཏུ་རང་བཞིན་ཉིད་ཀྱིས་དགྲ
1291	52	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བདག་རྟེན་དལ་འབྱོར་ཐོབ། བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད།
1294	92	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་བདག་ཡིད་མི་དགའ་བ་དེས་ནི་བདག་ཉིད་སྡུག་བསྔ
1296	121	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་བྱ་བ་དེ་དག་ཕྱིར་བཅོས་སུ་ཡོད་ན་ནི་མི་དགའ་
1301	58	1	STAGE2_MANUAL	ལྔ་པ་མི་འདོད་པ་ལ་མི་དགའ་བའི་རྟོག་པ་གཞོམ་པ་ལ་གསུམ་སྟེ། བདག་ཉི
1304	50	1	STAGE2_MANUAL	སྤྱིར་བཟོད་པ་ཐམས་ཅད་དེ་གསུམ་དུ་འདུ་མོད་ཀྱང༌། སྐབས་འདིར་སྒོམ་
1305	52	1	STAGE2_MANUAL	དང་པོ་སྡུག་བསྔལ་དང་ལེན་གྱི་བཟོད་པ་ལ་དྲུག་ནི། སྡུག་བསྔལ་ངེས་འ
1308	102	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་འདིར་འཇིག་རྟེན་པ་ལ་གྲགས་པའི་བདེ་བའི་རྒྱུ
1309	64	1	STAGE2_MANUAL	ཡང་དག་པར་ན་འཁོར་བ་པ་རྣམས་བདེ་བར་འཛིན་པ་འདི་དག་ཡང་བདེ་བ་མ་ཡིན
1310	60	1	STAGE2_MANUAL	ཞེས་གསུངས་ལ། དེ་ལྟར་སྡུག་བསྔལ་གྱི་ཕུང་པོ་སྲིད་པ་གསུམ་འདི་ལས་
1314	104	1	STAGE2_MANUAL	ཞེས་བགྲོས་ཏེ་ལྷ་རྣམས་ཀྱི་འོད་གཅིག་ཏུ་བསྡུས་པས་ལྷ་མོ་ཨུ་མ་ཞེས
1315	63	1	STAGE2_MANUAL	ཞེས་བཤད་ལ། དེའི་དཀའ་ཐུབ་ཟློག་པའི་ཕྱིར་ཨུ་མ་ལ་དཀའ་ཐུབ་ཟློག་མ་
1317	132	1	STAGE2_MANUAL	ཞེས་དང༌། ཀརྞ་ཌ་པ་ཞེས་བྱ་བ་ནི། རྒྱ་གར་ལྷོ་ཕྱོགས་ཀྱི་ཡུལ་ཞིག་ས
1320	229	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གོམས་ན་སོགས་ལ་དཀའ་འགྲེལ་ཆེན་མོར། སྡུག་བསྔལ་ཆུང
1322	172	1	STAGE2_MANUAL	དང་པོ་ལྟར་ན། སྲིད་པ་ན་བདེ་བ་མེད་པ་དང་འགལ། ཕྱི་མ་ལྟར་ན། སོ་སྐ
1323	58	1	STAGE2_MANUAL	དེ་བས་ན་འཁོར་བ་པ་རྣམས་སྡུག་བསྔལ་དུ་འཛིན་པ་ལུས་ཀྱི་ན་ཚ་དང་སེམ
1324	41	1	STAGE2_MANUAL	བཞི་པ་བརྟགས་ཏེ་བཟོད་པར་བྱ་བ་ལ་བཞི། དོན་མེད་ཀྱི་སྡུག་བསྔལ་ལ་བ
1327	73	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་དུག་སྦྲུལ་དང་དུག་སྦྲང་སོགས་དུས་ཀྱི་རྗེས་
1330	59	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། རི་རབ་རླུང་གིས་མི་བསྒུལ་བ་ལྟར་བདག་དང་བདག་གི་ལ་
1334	86	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འཇིག་རྟེན་ན་ཡང་སྡར་མ་དག་ནི་གཡུལ་ངོར་གཞན་ལ་ཁྲག་
1337	48	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་གནོད་པ་དང་སྡུག་བསྔལ་ཐམས་ཅད་ལ་ཅི་སྙམ་དུ་མ
1341	112	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དགྲ་བོ་དཔུང་ཆེན་པོ་དང་གཡུལ་འགྱེད་པ་ན་ནན་ཏན་གྱི
1344	55	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྡུག་བསྔལ་འདི་ནི་ཕན་ཡོན་ཆེན་པོ་ཅན་ཏེ་སེམས་སྐྱོ
1345	49	1	STAGE2_MANUAL	གཉིས་པ་ཆོས་ལ་ངེས་པར་སེམས་པའི་བཟོད་པ་ལ་བཞི། ཉོན་མོངས་ཀྱི་དབང་
1349	72	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་རླུང་མཁྲིས་བད་ཀན་གྱིས་དཀྲུགས་པ་དང་སྐྱེས་
1361	53	1	STAGE2_MANUAL	ཞེས་མི་སེམས་ཞིང་ཁྲོ་བ་དེ་ཡང་བདག་གིས་བདག་མི་ཤེས་མོད་ཀྱི་རྒྱུ་
1367	72	1	STAGE2_MANUAL	ཞེས་པ་ནི་གྲངས་ཅན་པས་རྡུལ་མུན་སྙིང་སྟོབས་ཆ་མཉམ་པ་ལ་གཙོ་བོ་ཞེས
1368	55	1	STAGE2_MANUAL	རྐྱེན་ལ་རག་ལས་པ་རྣམས་རང་དབང་ཅན་མ་ཡིན་ཡང་གཙོ་བོ་དང་བདག་དེ་རྐྱ
1374	74	1	STAGE2_MANUAL	མ་སྐྱེས་པར་འདོད་ན་ནི་དེ་མེད་པར་ཐལ་ཏེ་རྒྱུ་རྐྱེན་ལས་མ་བྱུང་བའ
1376	218	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཡང་བདག་དེ་གཙོ་བོས་གཏད་པའི་རྣམ་འགྱུར་ལ་ལོངས་སྤྱ
1377	72	1	STAGE2_MANUAL	གཉིས་པ་རིག་པ་ཅན་པ་བཀག་པ་ནི། གྲངས་ཅན་ལས་གཞན་རིག་པ་ཅན་པ་ན་རེ། 
1383	44	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། སེམས་པ་ལ་སོགས་པའི་རྐྱེན་གཞན་རྣམས་དང་ཕྲད་ན་ཡང་བ
1384	41	1	STAGE2_MANUAL	ཡང་བདག་དེ་གནོད་པ་བྱེད་པའི་ཚེ་རྟག་ཅིང་སེམས་པ་མེད་ལ་ཁྱབ་པའི་སྔ
1388	62	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་བདག་དེ་གནོད་པ་བྱེད་པའི་ཚེ་ནའང་རྟག་ཅིང་སེ
1389	44	1	STAGE2_MANUAL	གནོད་པ་ལ་སོགས་པ་དེའི་བྱེད་པའི་རྐྱེན་དང་བྱེད་པ་པོ་བདག་དེ་ལ་བད
1392	49	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མདོར་ན་རང་དབང་ཅན་གྱི་བདག་དང་གཙོ་བོ་སོགས་མེད་དེ
1393	65	1	STAGE2_MANUAL	དེ་ལྟར་ཤེས་པ་ན་ཆུ་ལས་ལྦུ་བ་དང་མེ་ལས་དུ་བ་ལྟར་མེད་བཞིན་དུ་རྒྱ
1396	45	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོ་ན་ཐམས་ཅད་སྤྲུལ་པ་ལྟ་བུ་ཡིན་ན་ཟློག་པ་པོ་གང་ག
1398	126	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། བཟློག་བྱའི་ཁྲོ་བ་དང༌། ཟློག་བྱེད་ཀྱི་གཉེན་པོ་དང
1403	103	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་རང་དབང་མེད་པར་ཁྲོ་བའི་སེམས་ཅན་དག་ནི་སྙི
1404	98	1	STAGE2_MANUAL	འགྲེལ་པ་དུ་མར་རྒྱུ་མེད་དུ་རང་གར་འགྲུབ་པར་འགྱུར་ན། ཞེས་འབྲུ་བ
1405	74	1	STAGE2_MANUAL	ཞེས་སོགས་དང༌། འདི་ལྟ་སྟེ། ཚིག་ནམ་མཁའ་དང་མཚུངས་པའི་ཕྱིར་གཤེ་ཡ
1407	56	1	STAGE2_MANUAL	གསུམ་པ་གནོད་པ་ལ་ཇི་མི་སྙམ་པའི་བཟོད་པ་སྟོན་པ་ལ་བཞི། གནོད་བྱེད
1414	92	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཕྱི་རྗེས་གཞན་མ་བལྟས་པར་ཟས་ནོར་རམ་བུད་མེད་སོགས་
1429	52	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྐྱེས་བུའང་ཞེ་སྡང་གིས་རྦད་པས་ཞེ་སྡང་ལ་ཁྲོ་བ་རི
1433	87	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྔོན་ཡང་བདག་གིས་གཞན་ལ་གནོད་པ་བྱས་པས་རྣམ་སྨིན་ག
1437	51	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་རང་གིས་ལུས་རགས་པ་གདོས་བཅས་མི་གཙང
1441	73	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་རྣམས་ནི་འཚིག་པར་མི་འདོད་ཀྱང་མེ་ལ
1442	55	1	STAGE2_MANUAL	བཞི་པ་གནོད་བྱེད་དེ་བདག་ལ་ཕན་འདོགས་ཡིན་ཡང་གནོད་པའི་རྣམ་སྨིན་ག
1445	55	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བདག་རང་གི་ལས་ཀྱིས་ཕ་རོལ་པོ་བསྐུལ་ཏེ་གནོད་པ་བྱས
1454	85	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་གཞན་ངན་འགྲོ་སྐྱེ་བའི་རྒྱུ་བདག་ལ་རག་ལས་པས
1457	49	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོན་ཏེ་ལན་དུ་གནོད་པ་བྱས་ན་བདག་གིས་བདག་མ་བསྲུངས
1458	51	1	STAGE2_MANUAL	གཉིས་པ་བརྙས་སོགས་ལ་བཟོད་པར་བྱ་བ་ལ་བཞི། བརྙས་སོགས་ཀྱིས་ལུས་ལ་
1462	80	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བརྙས་པ་སྟེ་བཀུར་སྟི་ལས་ལོག་པར་བྱེད་པ་དང༌། ཚིག་
1467	50	1	STAGE2_MANUAL	གསུམ་པ་རྙེད་པའི་གེགས་བྱེད་པ་ལ་ཁྲོ་མི་རིགས་པར་བསྟན་པ་ལ་བཞི། ར
1470	138	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ལོངས་སྤྱོད་ནི་ཚེ་ཕྱི་མར་རྗེས་སུ་འབྲང་བ་མ
1478	126	1	STAGE2_MANUAL	ཆོམ་པོས་ཕྲོགས་པ་ཇི་བཞིན་དུ།། སྒྲེན་མོ་ལག་པ་སྟོང་པར་འགྲོ། ཞེས
1482	136	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོན་ཏེ་སྔར་རྙེད་པ་བསྒྲུབས་ཏེ་རྙེད་པ་དེས་ཕྱིས་ད
1489	104	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་གཞན་དམིགས་ཡུལ་དུ་བྱས་ནས་མ་དད་པ་ལ་ཁྲོ་བར་
1494	51	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གསེར་ལ་སོགས་པ་ལས་དེ་བཞིན་གཤེགས་པའི་སྐུའི་དབྱིབ
1495	50	1	STAGE2_MANUAL	སྟོན་པས་གསུངས་པའི་དམ་པའི་ཆོས་མིང་ཚིག་ཡི་གེ་རྣམས་ཡུལ་གྲུ་སོ་ས
1496	110	1	STAGE2_MANUAL	དེ་ལ་སྐུ་གཟུགས་དང་མཆོད་རྟེན་དང་གླེགས་བམ་དེ་དག་གཞིག་པ་དང་ཚུལ་
1503	45	1	STAGE2_MANUAL	གཉིས་པ་གནོད་པ་ལ་ཇི་མི་སྙམ་པས་སྒོམ་པ་ལ་ཡང་བཞི། སེམས་ཡོད་ལ་བཀར
1506	65	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འགྲོ་བ་འདི་དག་ལ་སེམས་ཡོད་པའི་དགྲས་གནོད་པ་བྱེད་
1509	56	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ལ་ལ་ཞེས་བྱ་བ་ནི་གང་ཡང་རུང་བའི་དོན་ཏེ་སེམས་ཅན་ཁ
1513	75	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཉེན་བཤེས་ལ་སོགས་པ་གནོད་བྱ་གང་དག་དེ་ཉིད་ཀྱིས་ས
1515	55	1	STAGE2_MANUAL	གལ་ཏེ་ལས་ལ་ཁྲོའོ་ཞེ་ན། དེ་ནི་མཐོང་བྱ་མིན་པས་དམིགས་པར་མི་ནུས་
1517	86	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་ཁྲོ་བའི་ཉེས་དམིགས་དང༌། བཟོད་པའི་ཕན་ཡོན་
1522	98	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཁྱིམ་མེས་ཚིག་པ་ན་བུད་ཤིང་བསྣན་པར་བྱ་བ་མ་ཡིན་གྱ
1526	149	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། རྒྱལ་པོའི་ཁྲིམས་ཆེན་པོས་གསད་པར་བྱ་བ་ཞིག་ལག་པ་ཙ
1527	47	1	STAGE2_MANUAL	ཞེས་བྱུང་ཞིང༌། རྡོ་རྗེ་གཅོད་པར། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ
1531	60	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཐོག་མ་མེད་པ་ནས་རྙེད་བཀུར་ལ་སོགས་པ་འདོད་པ་ངན་ངོ
1533	76	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ད་ལྟའི་སྡུག་བསྔལ་དང་བརྙས་སོགས་འདི་ནི་དམྱལ་བའི་
1535	51	1	STAGE2_MANUAL	གསུམ་པ་དགྲ་ལ་ལེགས་པ་བྱེད་པ་ལ་བཟོད་པ་སྒོམ་ཚུལ་གསུམ་ནི། དགྲ་ལ་
1539	52	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང་བདག་གིས་མི་མཛའ་བ་དགྲར་བཟུང་བ་ཡོན་ཏན་དང་ལ
1540	81	1	STAGE2_MANUAL	དེ་ལ་སེམས་ཁྱོད་ཁྲོ་བར་མི་རིགས་ཏེ་ཁྲོ་བས་ནི་ཁྲོ་བ་པོ་སྡུག་བསྔ
1542	88	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་བྱས་པས་ཁྱོད་ཀྱི་རྒྱུད་ལ་ཐོབ་པའི་དགའ་བདེ
1546	141	1	STAGE2_MANUAL	ཞེས་བསྟན་ཡང་ད་དུང་སེམས་ཁྱོད་དགྲའི་ཡིད་བདེ་ཞིང་རང་ཡང་ཁྲོ་བ་ཞི
1548	119	1	STAGE2_MANUAL	རང་ལའང་བདེ་བ་འདོད་མི་བྱེད།། ཅེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་གཞན་
1551	74	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དགྲ་བོ་བདེ་བ་ན་སེམས་ཁྱོད་ཞེ་སྡང་བར་མི་རིགས་ཏེ།
1552	46	1	STAGE2_MANUAL	གསུམ་པ་དགྲ་ལ་རྙེད་པ་སྒྲུབ་པ་ལ་མི་བཟོད་པ་སྤང་བ་ལ་གཉིས། ཚིགས་བ
1556	270	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང་བདག་གིས་སེམས་ཅན་རྣམས་སངས་རྒྱས་ལ་དགོད་པར་
1559	61	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་བྱང་ཆུབ་སེམས་དཔས་སེམས་ཅན་ཐམས་ཅད་བདེ་བ་ཐམ
1562	110	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་བུས་རྙེད་པ་ཁྱད་པར་ཅན་ཐོབ་ན་ཕ་མ་ཆེས་དགའ་བ
1563	46	1	STAGE2_MANUAL	གཉིས་པ་གཞན་ལ་མ་བྱིན་ཀྱང་སྦྱིན་བདག་གི་ཁྱིམ་ན་གནས་པའི་ཡོ་བྱད་ཀ
1566	60	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་དེས་བདག་གི་སྦྱིན་བདག་ལས་རྙེད་པ་བླངས་པས་བ
1569	84	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་ཆོས་བཞིན་གྱི་རྙེད་པ་རྣམས་ནི་རང་ག
1572	67	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་རང་གིས་ཁྲོ་བའི་སྡིག་པ་བསྐྱེད་པ་ལ་མྱ་ངན་མ
1573	138	1	STAGE2_MANUAL	བམ་པོ་གཉིས་པ་ཞེས་བྱ་བ་ནི། ད་ལྟ་སྤྱོད་འཇུག་གི་བོད་དཔེ་མཐོང་བ་
1574	44	1	STAGE2_MANUAL	དྲུག་པ་འདོད་པའི་གེགས་བྱེད་པ་ལ་བཟོད་པ་སྒོམ་པ་ལ་གཉིས། དགྲ་ལ་གན
1579	101	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དགྲ་བོ་ལ་གནོད་པ་བྱུང་ན་དེ་མི་དགའ་ཞིང་སྡུག་བསྔལ
1580	170	1	STAGE2_MANUAL	གལ་ཏེ་དགྲ་ལ་སྡུག་བསྔལ་དེ་གྲུབ་ན་ཡང་ཁྱོད་དགའ་བར་བྱར་ཅི་ཡོད་དེ
1581	42	1	STAGE2_MANUAL	གཉིས་པ་བདག་དང་བདག་གི་ཕྱོགས་ལ་ལེགས་པ་འགྲུབ་པའི་བར་ཆད་བྱེད་པ་ལ
1586	70	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་གལ་ཏེ་བསྟོད་པའམ་གྲགས་པ་བསྒྲགས་པ་ན་དེས་བད
1588	79	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་སེམས་ཁྱོད་ནི་སུ་ཡང་མ་ཡིན་པ་ཞིག་ལ
1590	66	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་ལུས་ལ་བདེ་བ་སོགས་མི་འབྱུང་ཡང་བསྟོད་གྲགས་
1591	52	1	STAGE2_MANUAL	དུག་ཀྱང་ཟ་རིགས་པར་འགྱུར་ཏེ་འཕྲལ་དུ་མངར་བའི་ཕྱིར། དེས་ན་བསྟོད
1594	114	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་བསྟོད་གྲགས་ནི་ཉེས་པའི་འབྱུང་ཁུངས
1596	50	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་བྱེ་མའི་ཁང་བུ་རྡིབ་པ་ན་བྱིས་པ་དག་ག་ཆད་པར
1600	82	1	STAGE2_MANUAL	ཞེས་བྱ་བ་འདི་གཞན་ཞིག་གིས་བདག་ལ་བརྗོད་པས་བསྟོད་པ་དང༌། དེ་བཞིན
1601	53	1	STAGE2_MANUAL	དེ་དག་ཚོགས་པ་ལས་སྐྱེས་བུ་དང་ཁྱོད་དང་མཛེས་པ་ཞེས་སོགས་ནི་མིང་ར
1602	74	1	STAGE2_MANUAL	གལ་ཏེ་མིང་འདུས་པས་དོན་གྱི་ཁྱད་པར་བསྟན་པའི་ཚིག་ཡིན་ནོ་སྙམ་ན། 
1603	50	1	STAGE2_MANUAL	དེས་ན་ཡང་དག་པར་ན་བསྟོད་པ་དང་གྲགས་པའི་སྒྲ་ཞིག་ཀྱང་མེད་ལ། གལ་ཏ
1606	76	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ཡང་དེ་ལ་བརྟེན་ནས་བདག་ལ་གཞན་དག་དགའ་འོ་ཞེས་རང་གི
1608	65	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་དེ་བདེ་བས་བདག་གི་ཡིད་བདེ་འོ་ཞེ་ན། ལེགས་ཏ
1611	46	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། རྒྱུ་མཚན་དེ་རྣམས་ཀྱིས་རྣམ་པར་བརྟགས་པ་ན་སྙིང་པོ
1615	77	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང་བསྟོད་གྲགས་ལ་དགའ་བ་ན་དེས་སེམས་གཡོ་ཞིང་ཏི
1617	75	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་སུ་ཞིག་བདག་གི་བསྟོད་པ་དང་གྲགས་པ་སོགས་འགོ
1620	52	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་བདག་ནི་དང་པོར་རབ་ཏུ་བྱུང་བ་དང་བྱ
1622	49	1	STAGE2_MANUAL	ཞེས་དང༌། གཞན་ཡང་མདོ་རྣམས་ལས། འདུ་འཛིའི་ཉེས་དམིགས་རྒྱས་པར་བསྟ
1624	52	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་བདག་བྱང་ཆུབ་ཀྱི་ལམ་དུ་མྱུར་བར་འགྲོ་བ་ལ་ཚ
1626	59	1	STAGE2_MANUAL	དེ་ལ་བདག་ནི་ཇི་ལྟར་ཁྲོ།། ཞེས་གསུངས་ཏེ། དེ་ལྟར་བདག་སྡུག་བསྔལ་
1630	99	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་གནོད་བྱེད་འདིས་བདག་གི་བསོད་ནམས་ཀྱི་ལས་དག
1632	51	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་བདག་ནི་རང་གི་སྐྱོན་ཞེ་སྡང་གི་དབང
1635	62	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་གང་ཞིག་གནོད་བྱེད་མེད་ན་བཟོད་པ་གང་མེད་ལ་ག
1637	42	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དཔེར་ན། དུས་སུ་ཕྱིན་པའི་སློང་མོ་པས་སྦྱིན་པའི་ག
1642	140	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་འཇིག་རྟེན་གྱི་ཁམས་དག་པ་རྣམས་ན་སེམས་ཅན་དབ
1643	99	1	STAGE2_MANUAL	དེའི་ཤུགས་ཀྱིས་བསྟན་པ་ཚུལ་ཁྲིམས་ཀྱི་རྐྱེན་མི་དགེ་བའི་ཡུལ་ཡང་
1644	60	1	STAGE2_MANUAL	གལ་ཏེ་ཕར་གནོད་པ་བྱས་ཏེ་མཚོན་ལ་སོགས་ཀྱིས་ཟུག་པའམ་འཛིན་པའི་ཐབས
1645	45	1	STAGE2_MANUAL	དུད་འགྲོའི་ཆོས་ཉིད་ཀྱང་དེ་ལྟ་བུ་ཡིན་ན་བསམ་ཤེས་སུ་འདོད་པའི་མི
1647	133	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་བས་ན་གནོད་པ་བྱེད་པ་ནི་ཆེས་དཀོན་ན་བདག་ཉིད་ཀྱ
1649	73	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་གནོད་བྱེད་འདིས་བཟོད་པའི་ཡུལ་བྱས་ལ་བདག་གི
1650	95	1	STAGE2_MANUAL	འོ་ན་བཟོད་པའི་འབྲས་བུ་ཐོག་མར་གནོད་བྱེད་ཀྱིས་འཐོབ་བམ་ཞེ་ན། ལས
1653	103	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་དགྲ་འདི་ནི་ཁྲོ་བས་གནོད་པ་བྱེད་པར་ཟད་ཀྱི་
1655	71	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་དགྲ་འདི་ནི་བདག་ལ་གནོད་པར་བྱ་བའི་བསམ་པ་ཡོ
1657	136	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ཕ་རོལ་གྱི་རབ་ཏུ་ཞེ་སྡང་པའི་སེམས་ལ་བརྟེན་
1660	107	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཞིང་ས་གཤིན་པོ་ལ་བརྟེན་ནས་ལོ་ཏོག་སྐྱེ་བ་ལ
1665	60	1	STAGE2_MANUAL	འདི་དག་མགུ་བྱས་མང་པོ་ཞིག། འདི་ལྟར་ཕུན་སུམ་ཕ་རོལ་ཕྱིན།། ཞེས་ག
1668	68	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་རྣམས་མགུ་བར་བྱས་པ་དང་སངས་རྒྱས་མཉ
1670	100	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོ་ན་སེམས་ཅན་དང་སངས་རྒྱས་ཡོན་ཏན་མཚུངས་པར་ཐལ་ལོ
1672	189	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་རྣམས་ལའང་ཡོན་ཏན་ཡོད་དེ་ཁམས་རང་བཞ
1674	80	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་ནི་གང་གི་ཆེད་དུ་བྱ་བའི་ཡུལ་ཡིན་ལ
1678	51	1	STAGE2_MANUAL	ཅེས་སངས་རྒྱས་དང་ས་བཅུ་རྒྱུན་མཐའི་བྱང་སེམས་ཀྱི་ཁྱད་པར་ཡང་ས་ཆེ
1682	62	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་སྐྱེ་བོ་འགའ་ཞིག་ལ་ཡང་རུང་སྟེ་སངས་རྒྱས་ཀྱ
1684	80	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་ཡོན་ཏན་གྱི་ཆ་ནས་ནམ་མཁའ་དང་རྩྭ་མཆོག་གི་བ
